SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
AFSL, EQ, 12-Feb-2026, 202.37, 203.50, 203.50, 201.00, 201.00, 201.01, 201.37, 19526, 39.32, 589, 12551, 64.28
AGARIND, EQ, 12-Feb-2026, 718.75, 715.85, 718.70, 704.00, 707.60, 707.50, 709.82, 6210, 44.08, 554, 3227, 51.96
AGARWALEYE, EQ, 12-Feb-2026, 457.80, 455.00, 461.20, 453.55, 457.00, 459.25, 458.14, 43582, 199.67, 2958, 22132, 50.78
AGARWALTUF, SM, 12-Feb-2026, 100.15, 101.50, 101.50, 101.00, 101.30, 101.30, 101.28, 4800, 4.86, 4, 3600, 75.00
AGI, EQ, 12-Feb-2026, 645.55, 645.00, 647.85, 635.05, 636.30, 638.60, 640.50, 37477, 240.04, 3281, 17813, 47.53
AGIIL, EQ, 12-Feb-2026, 246.65, 247.85, 247.85, 240.00, 241.80, 240.60, 241.74, 326683, 789.73, 3828, 201126, 61.57
AGNI, SM, 12-Feb-2026, 19.40, 19.40, 20.25, 19.40, 20.25, 20.25, 19.68, 15000, 2.95, 6, 10000, 66.67
AGRITECH, BE, 12-Feb-2026, 136.43, 135.75, 139.49, 133.51, 134.51, 135.07, 136.23, 930, 1.27, 29, -, -
AGROPHOS, EQ, 12-Feb-2026, 35.52, 36.09, 36.10, 35.25, 35.79, 35.45, 35.72, 18627, 6.65, 165, 13191, 70.82
AGSTRA, BZ, 12-Feb-2026, 3.87, 3.92, 3.92, 3.75, 3.85, 3.84, 3.83, 122864, 4.70, 369, -, -
AGUL, SM, 12-Feb-2026, 80.80, 80.80, 80.80, 80.80, 80.80, 80.80, 80.80, 2000, 1.62, 1, 2000, 100.00
AHCL, EQ, 12-Feb-2026, 122.93, 122.95, 124.30, 121.21, 121.83, 122.44, 122.26, 80266, 98.13, 973, 47997, 59.80
AHLADA, EQ, 12-Feb-2026, 50.63, 51.70, 51.70, 49.21, 50.99, 50.31, 50.32, 11552, 5.81, 162, 6900, 59.73
AHLEAST, EQ, 12-Feb-2026, 154.37, 144.02, 153.47, 144.02, 147.40, 149.46, 150.33, 3493, 5.25, 42, 3069, 87.86
AHLUCONT, EQ, 12-Feb-2026, 899.50, 890.00, 929.95, 889.00, 903.10, 909.90, 913.59, 197478, 1804.14, 9544, 127614, 64.62
AIAENG, EQ, 12-Feb-2026, 4026.20, 4020.00, 4020.10, 3920.90, 3946.90, 3951.10, 3956.86, 42504, 1681.82, 9392, 27745, 65.28
AIIL, EQ, 12-Feb-2026, 500.95, 500.00, 515.00, 493.65, 496.15, 495.70, 498.51, 276452, 1378.15, 14972, 156068, 56.45
AILIMITED, SM, 12-Feb-2026, 26.10, 27.40, 27.40, 27.40, 27.40, 27.40, 27.40, 4500, 1.23, 3, 4500, 100.00
AIMTRON, ST, 12-Feb-2026, 899.80, 874.65, 899.90, 855.65, 864.95, 861.60, 868.34, 23200, 201.45, 110, 21600, 93.10
AIRAN, EQ, 12-Feb-2026, 18.20, 20.50, 21.68, 20.22, 21.19, 21.29, 21.00, 2432810, 510.80, 8248, 680191, 27.96
AIROLAM, EQ, 12-Feb-2026, 97.99, 97.00, 97.00, 91.00, 93.69, 93.50, 92.50, 5557, 5.14, 166, 3522, 63.38
AISL, SM, 12-Feb-2026, 74.10, 74.90, 74.90, 70.50, 70.50, 72.70, 72.70, 1200, 0.87, 2, 1200, 100.00
AJANTPHARM, EQ, 12-Feb-2026, 2907.80, 2914.90, 2914.90, 2880.10, 2899.90, 2890.00, 2900.21, 53122, 1540.65, 15202, 33739, 63.51
AJAXENGG, EQ, 12-Feb-2026, 514.35, 522.10, 522.10, 496.00, 502.15, 498.80, 501.80, 114720, 575.66, 5069, 80018, 69.75
AJMERA, EQ, 12-Feb-2026, 147.96, 147.40, 147.60, 144.65, 145.00, 145.35, 145.92, 133988, 195.52, 1953, 71223, 53.16
AJOONI, EQ, 12-Feb-2026, 5.11, 5.10, 5.20, 4.95, 5.10, 5.07, 5.06, 503404, 25.50, 736, 325157, 64.59
AKANKSHA, SM, 12-Feb-2026, 76.95, 75.10, 77.00, 74.20, 77.00, 76.60, 75.47, 6000, 4.53, 6, 3000, 50.00
AKASH, EQ, 12-Feb-2026, 24.53, 24.52, 25.27, 24.52, 24.95, 24.95, 24.76, 4369, 1.08, 63, 3638, 83.27
AKG, EQ, 12-Feb-2026, 14.49, 14.69, 14.69, 13.15, 14.46, 14.48, 14.34, 207839, 29.80, 338, 142646, 68.63
AKI, EQ, 12-Feb-2026, 6.58, 6.71, 6.71, 6.41, 6.50, 6.50, 6.60, 15328, 1.01, 127, 13669, 89.18
AKIKO, ST, 12-Feb-2026, 233.70, 222.05, 240.00, 222.05, 223.00, 225.00, 223.52, 28000, 62.59, 29, 27200, 97.14
AKSHAR, EQ, 12-Feb-2026, 0.51, 0.52, 0.52, 0.50, 0.50, 0.51, 0.51, 815215, 4.18, 410, 436260, 53.51
AKSHARCHEM, EQ, 12-Feb-2026, 226.50, 223.62, 230.50, 221.54, 223.00, 224.02, 226.00, 1290, 2.92, 50, 924, 71.63
AKSHOPTFBR, EQ, 12-Feb-2026, 5.39, 5.33, 5.46, 5.15, 5.20, 5.20, 5.22, 237480, 12.39, 765, 157145, 66.17
